Pokedex_number,Name,Abilities,Against_normal,Against_fire,Against_water,Against_electric,Against_grass,Against_ice,Against_fighting,Against_poison,Against_ground,Against_flying,Against_psychic,Against_bug,Against_rock,Against_ghost,Against_dragon,Against_dark,Against_steel,Against_fairy,Against_All Concat,Type_1,Type_2,Base_total,HP,Attack,Defense,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Capture_rate,Generation
495,Snivy,"Overgrow, Contrary",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,308,45,45,55,45,55,63,0.6,8.1,45,5
496,Servine,"Overgrow, Contrary",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,413,60,60,75,60,75,83,0.8,16,45,5
497,Serperior,"Overgrow, Contrary",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,528,75,75,95,75,95,113,3.3,63,45,5
498,Tepig,"Blaze, Thick Fat",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,308,65,63,45,45,45,45,0.5,9.9,45,5
499,Pignite,"Blaze, Thick Fat",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1",fire,fighting,418,90,93,55,70,55,55,1,55.5,45,5
500,Emboar,"Blaze, Reckless",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,"1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1",fire,fighting,528,110,123,65,100,65,65,1.6,150,45,5
501,Oshawott,"Torrent, Shell Armor",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,308,55,55,45,63,45,45,0.5,5.9,45,5
502,Dewott,"Torrent, Shell Armor",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,413,75,75,60,83,60,60,0.8,24.5,45,5
503,Samurott,"Torrent, Shell Armor",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,528,95,100,85,108,70,70,1.5,94.6,45,5
503,Hisuian Samurott,"Torrent, Sharpness ",1,0.5,0.5,3,3,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"1,0.5,0.5,3,3,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2",water,dark,528,90,108,80,100,65,85,1.5,58.2,45,8
504,Patrat,"Run Away, Keen Eye, Analytic",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,255,45,55,39,35,39,42,0.5,11.6,255,5
505,Watchog,"Illuminate, Keen Eye, Analytic",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,420,60,85,69,60,69,77,1.1,27,255,5
506,Lillipup,"Vital Spirit, Pickup, Run Away",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,275,45,60,45,25,45,55,0.4,4.1,255,5
507,Herdier,"Intimidate, Sand Rush, Scrappy",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,370,65,80,65,35,65,60,0.9,14.7,120,5
508,Stoutland,"Intimidate, Sand Rush, Scrappy",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,500,85,110,90,45,90,80,1.2,61,45,5
509,Purrloin,"Limber, Unburden, Prankster",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,281,41,50,37,50,37,66,0.4,10.1,255,5
510,Liepard,"Limber, Unburden, Prankster",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,446,64,88,50,88,50,106,1.1,37.5,90,5
511,Pansage,"Gluttony, Overgrow",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,316,50,53,48,53,48,64,0.6,10.5,190,5
512,Simisage,"Gluttony, Overgrow",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,498,75,98,63,98,63,101,1.1,30.5,75,5
513,Pansear,"Gluttony, Blaze",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,316,50,53,48,53,48,64,0.6,11,190,5
514,Simisear,"Gluttony, Blaze",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,498,75,98,63,98,63,101,1,28,75,5
515,Panpour,"Gluttony, Torrent",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,316,50,53,48,53,48,64,0.6,13.5,190,5
516,Simipour,"Gluttony, Torrent",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,498,75,98,63,98,63,101,1,29,75,5
517,Munna,"Forewarn, Synchronize, Telepathy",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,292,76,25,45,67,55,24,0.6,23.3,190,5
518,Musharna,"Forewarn, Synchronize, Telepathy",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,487,116,55,85,107,95,29,1.1,60.5,75,5
519,Pidove,"Big Pecks, Super Luck, Rivalry",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,264,50,55,50,36,30,43,0.3,2.1,255,5
520,Tranquill,"Big Pecks, Super Luck, Rivalry",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,358,62,77,62,50,42,65,0.6,15,120,5
521,Unfezant,"Big Pecks, Super Luck, Rivalry",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,488,80,115,80,65,55,93,1.2,29,45,5
522,Blitzle,"Lightningrod, Motor Drive, Sap Sipper",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,295,45,60,32,50,32,76,0.8,29.8,190,5
523,Zebstrika,"Lightningrod, Motor Drive, Sap Sipper",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,497,75,100,63,80,63,116,1.6,79.5,75,5
524,Roggenrola,"Sturdy, Weak Armor, Sand Force",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,280,55,75,85,25,25,15,0.4,18,255,5
525,Boldore,"Sturdy, Weak Armor, Sand Force",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,390,70,105,105,50,40,20,0.9,102,120,5
526,Gigalith,"Sturdy, Sand Stream, Sand Force",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,515,85,135,130,60,80,25,1.7,260,45,5
527,Woobat,"Unaware, Klutz, Simple",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1",psychic,flying,323,65,45,43,55,43,72,0.4,2.1,190,5
528,Swoobat,"Unaware, Klutz, Simple",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1",psychic,flying,425,67,57,55,77,55,114,0.9,10.5,45,5
529,Drilbur,"Sand Rush, Sand Force, Mold Breaker",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,328,60,85,40,30,45,68,0.3,8.5,120,5
530,Excadrill,"Sand Rush, Sand Force, Mold Breaker",0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,"0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5",ground,steel,508,110,135,60,50,65,88,0.7,40.4,60,5
531,Audino,"Healer, Regenerator, Klutz",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,445,103,60,86,60,86,50,1.1,31,255,5
531,Mega Audino,Healer,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,"1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1",normal,fairy,545,103,60,126,80,126,50,1.5,32,255,6
532,Timburr,"Guts, Sheer Force, Iron Fist",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,305,75,80,55,25,35,35,0.6,12.5,180,5
533,Gurdurr,"Guts, Sheer Force, Iron Fist",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,405,85,105,85,40,50,40,1.2,40,90,5
534,Conkeldurr,"Guts, Sheer Force, Iron Fist",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,505,105,140,95,55,65,45,1.4,87,45,5
535,Tympole,"Swift Swim, Hydration, Water Absorb",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,294,50,50,40,50,40,64,0.5,4.5,255,5
536,Palpitoad,"Swift Swim, Hydration, Water Absorb",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1",water,ground,384,75,65,55,65,55,69,0.8,17,120,5
537,Seismitoad,"Swift Swim, Poison Touch, Water Absorb",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,"1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1",water,ground,509,105,95,75,85,75,74,1.5,62,45,5
538,Throh,"Guts, Inner Focus, Mold Breaker",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,465,120,100,85,30,85,45,1.3,55.5,45,5
539,Sawk,"Sturdy, Inner Focus, Mold Breaker",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,465,75,125,75,30,75,85,1.4,51,45,5
540,Sewaddle,"Swarm, Chlorophyll, Overcoat",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1",bug,grass,310,45,53,70,40,60,42,0.3,2.5,255,5
541,Swadloon,"Leaf Guard, Chlorophyll, Overcoat",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1",bug,grass,380,55,63,90,50,80,42,0.5,7.3,120,5
542,Leavanny,"Swarm, Chlorophyll, Overcoat",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,"1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1",bug,grass,500,75,103,80,70,80,92,1.2,20.5,45,5
543,Venipede,"Poison Point, Swarm, Speed Boost",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5",bug,poison,260,30,45,59,30,39,57,0.4,5.3,255,5
544,Whirlipede,"Poison Point, Swarm, Speed Boost",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5",bug,poison,360,40,55,99,40,79,47,1.2,58.5,120,5
545,Scolipede,"Poison Point, Swarm, Speed Boost",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,"1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5",bug,poison,485,60,100,89,55,69,112,2.5,200.5,45,5
546,Cottonee,"Prankster, Infiltrator, Chlorophyll",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1",grass,fairy,280,40,27,60,37,50,66,0.3,0.6,190,5
547,Whimsicott,"Prankster, Infiltrator, Chlorophyll",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1",grass,fairy,480,60,67,85,77,75,116,0.7,6.6,75,5
548,Petilil,"Chlorophyll, Own Tempo, Leaf Guard",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,280,45,35,50,70,50,30,0.5,6.6,190,5
549,Lilligant,"Chlorophyll, Own Tempo, Leaf Guard",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,480,70,60,75,110,75,90,1.1,16.3,75,5
549,Hisuian Lilligant,"Chlorophyll, Hustle, Leaf Guard",1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2",grass,fighting,480,70,105,75,50,75,105,1.2,19.2,75,6
550,Basculin Red-Striped Form,"Reckless, Adaptability, Mold Breaker",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,460,70,92,65,80,55,98,1,18,25,5
550,Basculin Blue-Striped Form,"Rock Head, Adaptability, Mold Breaker",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,460,70,92,65,80,55,98,1,18,25,5
550,Basculin White-Striped Form,"Rattled, Adaptability, Mold Breaker",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,460,70,92,65,80,55,98,1,18,25,5
551,Sandile,"Intimidate, Moxie, Anger Point",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2",ground,dark,292,50,72,35,35,35,65,0.7,15.2,180,5
552,Krokorok,"Intimidate, Moxie, Anger Point",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2",ground,dark,351,60,82,45,45,45,74,1,33.4,90,5
553,Krookodile,"Intimidate, Moxie, Anger Point",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,"1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2",ground,dark,519,95,117,80,65,70,92,1.5,96.3,45,5
554,Darumaka,"Hustle, Inner Focus",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,315,70,90,45,15,45,50,0.6,37.5,120,5
554,Galarian Darumaka,"Hustle, Inner Focus",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,315,70,90,45,15,45,50,0.7,40,120,8
555,Darmanitan Standard Mode,"Sheer Force, Zen Mode",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,480,105,140,55,30,55,95,1.3,92.9,60,5
555,Darmanitan Zen Mode,"Sheer Force, Zen Mode",1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,"1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5",fire,psychic,540,105,30,105,140,105,55,1.3,92.9,60,5
555,Darmanitan Galarian Standard Mode,"Gorilla Tactics, Zen Mode",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,480,105,140,55,30,55,95,1.7,120,60,8
555,Darmanitan Galarian Zen Mode,"Gorilla Tactics, Zen Mode",1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5,"1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5",ice,fire,540,105,160,55,30,55,135,1.7,120,60,8
556,Maractus,"Water Absorb, Chlorophyll, Storm Drain",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,461,75,86,67,106,67,60,1,28,255,5
557,Dwebble,"Sturdy, Shell Armor, Weak Armor",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1",bug,rock,325,50,65,85,35,35,55,0.3,14.5,190,5
558,Crustle,"Sturdy, Shell Armor, Weak Armor",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,"0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1",bug,rock,485,70,105,125,65,75,45,1.4,200,75,5
559,Scraggy,"Shed Skin, Moxie, Intimidate",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,"1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4",dark,fighting,348,50,75,70,35,70,48,0.6,11.8,180,5
560,Scrafty,"Shed Skin, Moxie, Intimidate",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,"1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4",dark,fighting,488,65,90,115,45,115,58,1.1,30,90,5
561,Sigilyph,"Wonder Skin , Magic Guard, Tinted Lens",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1",psychic,flying,490,72,58,80,103,80,97,1.4,14,45,5
562,Yamask,Mummy,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,303,38,30,85,55,65,30,0.5,1.5,190,5
562,Galarian Yamask,Wandering Spirit,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1",ground,ghost,303,38,55,85,30,65,30,0.5,1.5,190,8
563,Cofagrigus,Mummy,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1",ghost,,483,58,50,145,95,105,30,1.7,76.5,90,5
564,Tirtouga,"Solid Rock, Sturdy, Swift Swim",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",water,rock,355,54,78,103,53,45,22,0.7,16.5,45,5
565,Carracosta,"Solid Rock, Sturdy, Swift Swim",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,"0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1",water,rock,495,74,108,133,83,65,32,1.2,81,45,5
566,Archen,Defeatist,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1",rock,flying,401,55,112,45,74,45,70,0.5,9.5,45,5
567,Archeops,Defeatist,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1",rock,flying,567,75,140,65,112,65,110,1.4,32,45,5
568,Trubbish,"Stench, Sticky Hold, Aftermath",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,329,50,50,62,40,62,65,0.6,31,190,5
569,Garbodor,"Stench, Weak Armor, Aftermath",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,474,80,95,82,60,82,75,1.9,107.3,60,5
570,Zorua,Illusion,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,330,40,65,40,80,40,65,0.7,12.5,75,5
570,Hisuian Zorua,Illusion,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1",normal,ghost,330,35,60,40,85,40,70,0.7,12.5,75,8
571,Zoroark,Illusion,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2",dark,,510,60,105,60,120,60,105,1.6,81.1,45,5
571,Hisuian Zoroark,Illusion,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1,"0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,0,1,2,1,1",normal,ghost,510,55,100,60,125,60,110,1.6,73,45,8
572,Minccino,"Cute Charm, Technician, Skill Link",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,300,55,50,40,40,40,75,0.4,5.8,255,5
573,Cinccino,"Cute Charm, Technician, Skill Link",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,470,75,95,60,65,60,115,0.5,7.5,60,5
574,Gothita,"Frisk, Competitive, Shadow Tag",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,290,45,30,50,55,65,45,0.4,5.8,200,5
575,Gothorita,"Frisk, Competitive, Shadow Tag",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,390,60,45,70,75,85,55,0.7,18,100,5
576,Gothitelle,"Frisk, Competitive, Shadow Tag",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,490,70,55,95,95,110,65,1.5,44,50,5
577,Solosis,"Overcoat, Magic Guard, Regenerator",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,290,45,30,40,105,50,20,0.3,1,200,5
578,Duosion,"Overcoat, Magic Guard, Regenerator",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,370,65,40,50,125,60,30,0.6,8,100,5
579,Reuniclus,"Overcoat, Magic Guard, Regenerator",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,490,110,65,75,125,85,30,1,20.1,50,5
